,loss,mse,mae,mape,rmse
309,0.016806205734610558,0.00019069087284151465,0.006197130773216486,1785744.75,0.013809086754918098
310,0.016752637922763824,0.0001917326735565439,0.006261786445975304,1826681.375,0.013846756890416145
311,0.016708703711628914,0.00021311243472155184,0.006616930477321148,1809288.25,0.014598370529711246
312,0.016643300652503967,0.0001905984099721536,0.0062363045290112495,1821209.375,0.013805738650262356
313,0.016587821766734123,0.00018975268176291138,0.006097231991589069,1762719.25,0.013775074854493141
314,0.01655009016394615,0.00022166788403410465,0.007150675635784864,2025212.25,0.014888514764606953
315,0.01648556813597679,0.00018866841855924577,0.006102894898504019,1773381.0,0.013735662214457989
316,0.016432123258709908,0.0001807923981687054,0.005904930643737316,1738063.25,0.013445906341075897
317,0.016391219571232796,0.000202611307031475,0.006501085124909878,1831540.0,0.01423416007310152
318,0.01633560098707676,0.00019488137331791222,0.006358112674206495,1824364.5,0.013959991745650768
319,0.016279133036732674,0.00018543204350862652,0.006049140356481075,1758302.25,0.01361734326928854
320,0.016229450702667236,0.0001926978147821501,0.0062950365245342255,1816267.125,0.013881564140319824
321,0.016175897791981697,0.00019257886742707342,0.006410323083400726,1900325.875,0.013877279125154018
322,0.016118742525577545,0.0001843586505856365,0.00609084777534008,1821441.25,0.013577873818576336
323,0.01608366146683693,0.00021863881556782871,0.006817773450165987,1861987.5,0.014786439947783947
324,0.01601768657565117,0.00018762159743346274,0.006179564632475376,1792162.75,0.013697503134608269
325,0.01596594788134098,0.00018502891180105507,0.006030986085534096,1777343.875,0.013602533377707005
326,0.015925193205475807,0.0002040756808128208,0.006827874109148979,1914120.625,0.014285505749285221
327,0.015863493084907532,0.0001780102466000244,0.005809996742755175,1716786.5,0.013342048041522503
328,0.01581825502216816,0.00018839204858522862,0.006190463900566101,1781140.25,0.013725598342716694
329,0.015765801072120667,0.0001844178041210398,0.006142109632492065,1776069.5,0.013580051250755787
330,0.01571565680205822,0.00018518268188927323,0.006193109788000584,1779745.75,0.013608184643089771
331,0.015670131891965866,0.00019486378005240113,0.006440544035285711,1820848.625,0.013959362171590328
332,0.015619697980582714,0.0001918997149914503,0.006427585147321224,1819667.375,0.01385278720408678
333,0.015564787201583385,0.00017841126827988774,0.005932975560426712,1725636.625,0.013357068412005901
334,0.015516786836087704,0.00018127130169887096,0.006008947733789682,1744704.5,0.013463702984154224
335,0.01546736154705286,0.00018208932306151837,0.006142720580101013,1759922.125,0.013494047336280346
336,0.015417507849633694,0.0001810851535992697,0.005989305675029755,1725253.0,0.013456788845360279
337,0.015365663915872574,0.00017607855261303484,0.0058350940234959126,1698661.875,0.013269459828734398
338,0.015328275971114635,0.00019970785069745034,0.006542461458593607,1811004.0,0.014131803065538406
339,0.015268649905920029,0.0001757110730977729,0.005849003326147795,1704268.875,0.013255605474114418
340,0.015219658613204956,0.00017600612773094326,0.005876502022147179,1693900.875,0.0132667301222682
341,0.015170945785939693,0.00017901377577800304,0.00603437889367342,1725859.0,0.013379602693021297
342,0.015118664130568504,0.00017446359561290592,0.005832784343510866,1673578.25,0.013208466582000256
343,0.015079972334206104,0.0001949980651261285,0.006573437247425318,1840020.875,0.013964170590043068
344,0.015027262270450592,0.00017888736329041421,0.005978457164019346,1673805.375,0.013374878093600273
345,0.014976809732615948,0.00016864508506841958,0.005671663675457239,1660608.875,0.012986342422664165
346,0.014935378916561604,0.00017915014177560806,0.006052650976926088,1729372.125,0.013384697958827019
347,0.014893447048962116,0.0001881267235148698,0.006368270609527826,1784274.125,0.013715929351747036
348,0.01484733633697033,0.00018309219740331173,0.0061712018214166164,1781888.125,0.013531156815588474
349,0.01480335183441639,0.00017984565056394786,0.006083873100578785,1740103.0,0.013410653918981552
350,0.014764174818992615,0.00018767305300571024,0.006083347834646702,1681856.375,0.013699381612241268
351,0.014708862639963627,0.0001654766092542559,0.00556055037304759,1650281.0,0.012863771058619022
352,0.014672400429844856,0.00018529371300246567,0.006337401922792196,1793366.125,0.013612262904644012
353,0.01462055929005146,0.00017183857562486082,0.005890866741538048,1726792.75,0.013108721002936363
354,0.014570978470146656,0.0001638481335248798,0.005474516656249762,1605063.0,0.012800317257642746
355,0.014531035907566547,0.0001780945749487728,0.006101954262703657,1746283.125,0.013345208019018173
356,0.014483466744422913,0.0001741655869409442,0.005968568380922079,1709607.625,0.013197180815041065
357,0.014435156248509884,0.0001692939840722829,0.005751748103648424,1658655.0,0.01301130186766386
358,0.014425010420382023,0.00024158363521564752,0.0072451443411409855,1967282.75,0.015542960725724697
359,0.014347638934850693,0.00016690217307768762,0.005679358262568712,1654223.75,0.012919062748551369
360,0.014310910366475582,0.00016920875350479037,0.005769809242337942,1666994.125,0.013008026406168938
361,0.014269649982452393,0.0001661669957684353,0.005692151375114918,1649082.25,0.012890578247606754
362,0.014226929284632206,0.00016448965470772237,0.0056893182918429375,1646717.0,0.012825352139770985
363,0.014183455146849155,0.00016486059757880867,0.005592163652181625,1639863.25,0.012839805334806442
364,0.014138505794107914,0.0001647347817197442,0.005623215809464455,1637320.375,0.012834904715418816
365,0.014090696349740028,0.00016133722965605557,0.005483407061547041,1608725.125,0.012701859697699547
366,0.014048425480723381,0.00017003077664412558,0.005881241988390684,1697738.0,0.013039585202932358
367,0.014005472883582115,0.00017655575356911868,0.006142075173556805,1757719.375,0.013287428766489029
368,0.013956738635897636,0.00016638576926197857,0.005734567064791918,1664497.875,0.012899060733616352
369,0.013909817673265934,0.00015997717855498195,0.005507687572389841,1615091.625,0.012648208066821098
370,0.013867050409317017,0.00016528456762898713,0.005711090285331011,1655004.875,0.01285630464553833
371,0.013817865401506424,0.00015714952314738184,0.005314605310559273,1565278.125,0.012535929679870605
372,0.013784017413854599,0.00018140349129680544,0.006199622992426157,1722294.5,0.013468611054122448
373,0.013735443353652954,0.00017044658306986094,0.005970517173409462,1754442.75,0.013055519200861454
374,0.013694357126951218,0.00017085790750570595,0.0060235061682760715,1719132.75,0.013071262277662754
375,0.013647934421896935,0.00015847448958083987,0.005457774735987186,1599529.25,0.012588664889335632
376,0.013612093403935432,0.00017016855417750776,0.005906329024583101,1666047.125,0.013044866733253002
377,0.013573002070188522,0.00017584802117198706,0.006006744224578142,1682842.125,0.01326076965779066
378,0.013524895533919334,0.00016099755885079503,0.005557801108807325,1628986.625,0.012688481248915195
379,0.013485695235431194,0.00016374020196963102,0.005667522549629211,1636622.875,0.012796101160347462
380,0.01345147006213665,0.00017764723452273756,0.006113733164966106,1711902.5,0.013328436762094498
381,0.013400767929852009,0.00015560800966341048,0.005356139037758112,1589358.375,0.012474293820559978
382,0.01336327102035284,0.0001624285359866917,0.005628848448395729,1640523.75,0.01274474523961544
383,0.013320934027433395,0.00016108083946164697,0.00562328053638339,1641699.5,0.012691762298345566
384,0.01327829621732235,0.00016003755445126444,0.005608041305094957,1626231.25,0.012650595046579838
385,0.013257310725748539,0.0001998164807446301,0.0068032206036150455,1891257.125,0.01413564570248127
386,0.013200529851019382,0.00015679627540521324,0.005497022066265345,1643682.625,0.012521832250058651
387,0.013162430375814438,0.00015276414342224598,0.005269045475870371,1558293.75,0.012359779328107834
388,0.01312526036053896,0.00015481887385249138,0.005394092760980129,1584632.375,0.012442623265087605
389,0.01308644562959671,0.0001566802675370127,0.005474861711263657,1603073.75,0.012517198920249939
390,0.013047254644334316,0.00015852817159611732,0.0055837868712842464,1616020.25,0.012590796686708927
391,0.013005881570279598,0.0001555862108943984,0.005450264550745487,1598984.0,0.01247342023998499
392,0.012969057075679302,0.0001634312211535871,0.005769809707999229,1660515.625,0.012784021906554699
393,0.012930275872349739,0.00016520655481144786,0.005656793247908354,1584545.5,0.012853270396590233
394,0.012884600088000298,0.00015249245916493237,0.005338848568499088,1561161.5,0.012348784133791924
395,0.012845690362155437,0.00015597107994835824,0.0054277521558105946,1559901.5,0.012488838285207748
396,0.01280529797077179,0.00015870912466198206,0.005654920823872089,1661229.875,0.012597980909049511
397,0.012762884609401226,0.00015606422675773501,0.005469543393701315,1572850.5,0.012492567300796509
398,0.012720468454062939,0.00015203161456156522,0.005381722468882799,1594373.5,0.012330110184848309
399,0.012694868259131908,0.00018061947776004672,0.006200786214321852,1728393.875,0.013439474627375603
400,0.01264607161283493,0.00015723738761153072,0.005633216351270676,1612321.0,0.012539433315396309
401,0.012606714852154255,0.00015254624304361641,0.005325386766344309,1550494.25,0.012350961565971375
402,0.012575133703649044,0.0001663115544943139,0.005726286675781012,1620792.25,0.012896183878183365
403,0.012535342015326023,0.00016187073197215796,0.005743034649640322,1635426.125,0.012722843326628208
404,0.012495940551161766,0.0001558716467116028,0.005509085953235626,1608122.875,0.012484856881201267
405,0.012454844079911709,0.00014725705841556191,0.005157048813998699,1523423.875,0.012134951539337635
406,0.012419703416526318,0.0001533815957373008,0.005445311777293682,1573387.625,0.012384732253849506
407,0.012390773743391037,0.0001712740195216611,0.006175735034048557,1741774.625,0.013087170198559761
